month,day,carrier,origin,arr_delay,arr_time,sched_arr_time
3,17,B6,JFK,18,2228,2210
7,22,EV,EWR,NA,NA,1719
7,14,EV,EWR,NA,NA,1627
9,29,EV,EWR,-22,2226,2248
12,4,EV,EWR,-7,1255,1302
1,12,US,LGA,-14,1320,1334
9,28,B6,EWR,-35,1755,1830
2,11,US,LGA,18,1930,1912
11,8,WN,EWR,64,1919,1815
11,29,B6,LGA,-25,1732,1757
1,10,UA,EWR,17,1914,1857
8,4,B6,EWR,-19,1147,1206
8,1,B6,JFK,-30,1428,1458
11,22,MQ,LGA,35,1650,1615
12,16,AA,JFK,105,240,55
7,15,UA,EWR,10,2021,2011
3,15,UA,LGA,-2,1728,1730
11,3,9E,JFK,-32,2024,2056
10,1,UA,EWR,-41,931,1012
2,28,DL,EWR,-15,1120,1135
1,13,UA,EWR,-35,1844,1919
2,4,WN,EWR,-2,1323,1325
10,16,DL,JFK,26,46,20
6,17,UA,EWR,-24,1311,1335
9,17,F9,LGA,-23,1950,2013
4,2,B6,JFK,-10,2253,2303
6,3,MQ,EWR,NA,NA,920
6,2,UA,EWR,78,2301,2143
2,11,DL,LGA,-10,1332,1342
3,25,UA,EWR,2,2231,2229
7,1,EV,EWR,115,2049,1854
8,17,UA,EWR,-23,1540,1603
6,9,DL,JFK,31,36,5
3,22,DL,JFK,-9,1642,1651
3,1,WN,LGA,-4,1656,1700
5,28,B6,LGA,-10,1612,1622
12,9,B6,JFK,21,1144,1123
2,26,US,LGA,-15,1758,1813
3,17,UA,EWR,46,2011,1925
11,15,US,LGA,-13,646,659
9,7,EV,EWR,-39,2258,2337
6,26,US,EWR,-2,2031,2033
4,22,UA,EWR,-8,1811,1819
10,9,B6,JFK,-9,1148,1157
9,4,B6,JFK,-15,1037,1052
6,29,UA,EWR,-32,1053,1125
1,18,EV,EWR,56,1916,1820
5,9,UA,EWR,263,2135,1712
7,21,DL,LGA,93,1949,1816
10,9,EV,EWR,14,1818,1804
11,29,B6,JFK,-13,945,958
4,30,US,JFK,-39,834,913
1,22,UA,LGA,NA,NA,2204
8,9,AA,LGA,5,835,830
5,16,B6,JFK,-26,1039,1105
1,10,AA,LGA,-18,1937,1955
10,29,B6,EWR,3,1114,1111
12,7,EV,EWR,-12,1406,1418
2,26,B6,JFK,-1,1756,1757
10,22,B6,JFK,2,2400,2358
4,30,B6,JFK,24,1758,1734
6,6,AA,LGA,-15,730,745
1,29,B6,LGA,-15,1609,1624
5,3,AA,LGA,121,1846,1645
6,8,UA,EWR,-6,1915,1921
11,8,EV,LGA,-26,1744,1810
4,27,UA,EWR,1,952,951
8,17,UA,EWR,-16,713,729
3,18,AA,LGA,-1,1909,1910
5,21,EV,EWR,8,1058,1050
6,9,EV,LGA,-19,2022,2041
4,7,EV,EWR,-13,1646,1659
7,17,B6,JFK,-13,1445,1458
9,12,AS,EWR,-39,946,1025
6,11,WN,LGA,-23,1457,1520
1,25,EV,EWR,8,1121,1113
5,7,VX,JFK,-23,2202,2225
10,31,EV,EWR,13,2317,2304
5,21,DL,LGA,-20,1655,1715
9,3,9E,JFK,38,2222,2144
8,12,EV,LGA,-28,2023,2051
10,28,UA,LGA,-8,2124,2132
1,15,UA,EWR,7,2029,2022
2,8,UA,EWR,NA,NA,1925
10,28,AA,LGA,9,739,730
9,7,UA,EWR,-23,1428,1451
10,29,UA,EWR,-1,2210,2211
1,16,9E,JFK,168,2325,2037
6,14,UA,EWR,-19,1733,1752
10,27,EV,LGA,148,2222,1954
1,20,B6,JFK,17,2242,2225
7,3,AA,LGA,-19,811,830
5,1,AA,LGA,21,1826,1805
12,2,EV,EWR,-25,1731,1756
6,9,B6,EWR,-12,1116,1128
8,30,EV,EWR,-13,2216,2229
1,2,MQ,LGA,18,1808,1750
2,13,EV,EWR,-1,1507,1508
4,13,EV,EWR,-23,2140,2203
6,14,MQ,LGA,170,30,2140
4,2,9E,JFK,9,1954,1945
12,25,UA,EWR,45,1525,1440
5,7,EV,EWR,20,1714,1654
1,8,DL,LGA,-12,1730,1742
6,20,DL,JFK,-40,2150,2230
12,21,AA,LGA,-20,830,850
12,2,AA,JFK,-23,1902,1925
4,22,UA,EWR,14,50,36
4,1,DL,JFK,21,2058,2037
10,20,UA,EWR,-5,1359,1404
5,12,B6,LGA,-5,2333,2338
3,5,EV,EWR,11,1821,1810
12,17,9E,EWR,1,827,826
5,21,WN,EWR,8,2108,2100
8,8,UA,EWR,102,1936,1754
4,16,VX,JFK,-15,1220,1235
1,22,DL,JFK,-25,1238,1303
9,13,DL,JFK,-21,949,1010
7,13,UA,EWR,8,1636,1628
11,8,DL,JFK,14,1844,1830
11,5,DL,LGA,-22,1756,1818
5,24,EV,EWR,1,1149,1148
9,16,UA,EWR,25,2220,2155
1,14,DL,LGA,-13,1127,1140
2,20,DL,LGA,-16,1618,1634
8,17,MQ,LGA,-28,1552,1620
7,3,EV,EWR,-7,1025,1032
10,4,DL,EWR,26,2055,2029
7,25,B6,JFK,15,1004,949
5,4,AA,LGA,-16,1624,1640
11,14,DL,EWR,-4,850,854
8,15,UA,EWR,0,1102,1102
12,19,EV,EWR,83,1857,1734
2,5,UA,EWR,-16,2033,2049
1,29,US,EWR,-16,1448,1504
12,21,EV,EWR,99,1426,1247
11,18,MQ,LGA,-13,1507,1520
10,21,US,EWR,-9,1014,1023
5,13,US,EWR,-40,1527,1607
2,2,WN,LGA,-18,1637,1655
12,26,WN,LGA,4,834,830
9,25,UA,EWR,-27,1445,1512
1,18,US,EWR,-12,1003,1015
3,1,MQ,EWR,-39,656,735
4,21,UA,JFK,0,1754,1754
12,21,B6,JFK,24,1853,1829
3,8,EV,EWR,NA,NA,1318
6,18,UA,EWR,3,731,728
12,10,UA,EWR,-4,2315,2319
3,27,MQ,JFK,-6,1824,1830
6,19,DL,LGA,1,1034,1033
1,13,B6,JFK,11,1040,1029
9,30,DL,LGA,-17,1944,2001
10,16,US,LGA,-5,1110,1115
1,25,9E,JFK,98,2354,2216
3,23,DL,JFK,17,2227,2210
8,28,US,LGA,-9,650,659
3,26,B6,EWR,0,2148,2148
7,8,B6,JFK,41,1946,1905
5,29,UA,EWR,-17,2007,2024
7,28,DL,LGA,13,2119,2106
5,14,9E,JFK,22,2121,2059
11,1,WN,LGA,31,2056,2025
6,25,DL,JFK,-15,1024,1039
9,11,B6,JFK,59,1846,1747
1,21,9E,JFK,-5,1401,1406
1,17,B6,JFK,0,1113,1113
12,30,B6,JFK,2,1118,1116
6,3,US,JFK,6,1213,1207
7,22,US,LGA,NA,NA,1823
12,1,9E,JFK,-24,2036,2100
9,10,WN,LGA,-23,1922,1945
3,8,9E,EWR,13,1020,1007
3,19,B6,JFK,5,1221,1216
1,28,UA,EWR,26,1044,1018
2,13,DL,LGA,-17,2259,2316
4,6,EV,EWR,-9,1316,1325
2,26,US,JFK,-36,1927,2003
12,12,WN,LGA,8,1333,1325
9,18,UA,EWR,-6,2149,2155
1,4,MQ,JFK,-13,1712,1725
1,10,EV,EWR,39,2345,2306
5,4,UA,EWR,-52,2018,2110
5,14,9E,JFK,-39,2116,2155
10,13,UA,JFK,-8,1332,1340
10,21,EV,EWR,-5,1712,1717
1,18,B6,JFK,-20,1439,1459
6,10,B6,JFK,-6,958,1004
11,17,UA,EWR,0,1643,1643
3,26,AA,JFK,-15,2240,2255
9,6,US,LGA,-23,1057,1120
12,24,VX,JFK,1,1621,1620
11,2,EV,EWR,-8,1836,1844
12,9,UA,EWR,74,2209,2055
1,2,UA,EWR,5,1833,1828
9,11,EV,EWR,-28,1411,1439
9,24,EV,EWR,-15,708,723
7,26,B6,JFK,-13,2350,3
12,29,9E,JFK,7,1005,958
8,8,UA,LGA,30,1105,1035
2,22,US,LGA,-2,1645,1647
11,4,9E,LGA,-13,1122,1135
4,9,VX,JFK,-39,1951,2030
9,3,EV,EWR,-22,2331,2353
1,14,AA,JFK,7,1227,1220
6,26,9E,JFK,-27,2001,2028
6,7,MQ,JFK,76,1551,1435
11,26,UA,EWR,0,1332,1332
4,28,B6,JFK,-2,904,906
10,2,B6,JFK,1,1123,1122
4,15,UA,EWR,-11,1007,1018
11,13,B6,JFK,-19,1852,1911
11,12,DL,JFK,5,906,901
4,28,9E,JFK,-19,1756,1815
8,25,B6,JFK,-12,2036,2048
1,3,VX,JFK,-52,1323,1415
11,26,DL,JFK,3,1909,1906
5,29,B6,JFK,8,1436,1428
8,5,EV,EWR,-9,839,848
1,4,EV,EWR,-27,1004,1031
5,6,B6,JFK,23,2331,2308
5,9,DL,LGA,-17,1011,1028
8,18,UA,EWR,-2,2357,2359
5,5,UA,EWR,-31,1852,1923
5,23,VX,JFK,194,139,2225
3,29,EV,EWR,-25,1210,1235
4,7,VX,JFK,-12,1058,1110
8,9,FL,LGA,56,1726,1630
3,16,DL,JFK,1,2211,2210
9,16,EV,EWR,-14,1500,1514
10,26,UA,EWR,2,948,946
9,10,AA,LGA,-20,1825,1845
4,23,UA,EWR,-15,1903,1918
8,20,EV,EWR,-31,1706,1737
9,21,B6,JFK,-13,2343,2356
10,18,EV,EWR,-2,831,833
7,19,UA,EWR,17,2104,2047
7,31,US,LGA,-28,2041,2109
7,1,MQ,EWR,17,732,715
6,9,DL,LGA,-29,845,914
1,26,MQ,EWR,-10,840,850
5,29,AA,JFK,3,2043,2040
4,17,EV,EWR,23,2215,2152
9,24,DL,LGA,-10,1732,1742
11,15,EV,EWR,-29,820,849
7,23,DL,LGA,104,23,2239
3,25,MQ,LGA,-7,1703,1710
6,11,AA,JFK,31,2141,2110
1,30,AA,LGA,-10,905,915
9,12,MQ,EWR,179,1439,1140
1,23,MQ,LGA,7,1757,1750
9,14,EV,EWR,-16,949,1005
12,17,UA,EWR,33,1047,1014
4,7,MQ,LGA,-12,1828,1840
6,1,EV,EWR,19,1827,1808
7,10,B6,JFK,-20,911,931
2,5,UA,EWR,-19,2045,2104
6,12,VX,EWR,-7,2048,2055
3,16,DL,JFK,37,2003,1926
3,11,AA,EWR,-5,1535,1540
12,28,B6,JFK,10,1145,1135
7,29,UA,EWR,-2,922,924
9,22,UA,EWR,2,1816,1814
4,6,EV,EWR,-8,1046,1054
1,16,UA,EWR,28,1442,1414
7,15,B6,LGA,18,1941,1923
8,4,EV,LGA,-36,1549,1625
6,6,EV,LGA,-45,957,1042
7,13,UA,LGA,15,1900,1845
3,8,B6,EWR,225,2245,1900
4,3,UA,EWR,-11,2116,2127
4,21,VX,JFK,-14,2311,2325
6,24,B6,JFK,33,1310,1237
1,24,B6,JFK,27,1816,1749
8,30,AA,JFK,131,2351,2140
4,18,UA,LGA,70,1123,1013
2,2,EV,EWR,-16,1251,1307
9,4,EV,EWR,2,1544,1542
10,27,B6,JFK,2,1002,1000
3,19,B6,JFK,-3,1029,1032
4,14,EV,JFK,3,1113,1110
9,29,B6,JFK,-7,1558,1605
11,20,UA,EWR,-23,2143,2206
8,27,UA,EWR,-22,1452,1514
4,7,UA,EWR,-12,1656,1708
4,9,9E,JFK,-6,2107,2113
4,15,DL,LGA,-25,1842,1907
3,9,EV,EWR,50,755,705
3,23,UA,EWR,13,1920,1907
1,27,B6,JFK,-9,1845,1854
11,6,DL,EWR,-7,1241,1248
6,29,UA,EWR,-19,853,912
7,23,EV,LGA,NA,NA,2307
11,21,US,LGA,13,1227,1214
7,23,B6,JFK,39,429,350
10,24,UA,EWR,-2,2127,2129
9,11,EV,EWR,-16,922,938
10,29,9E,LGA,-1,2117,2118
6,17,9E,JFK,52,1753,1701
2,23,DL,LGA,-5,2029,2034
7,5,MQ,LGA,-11,1834,1845
7,13,WN,LGA,-45,1950,2035
4,27,US,EWR,-19,1900,1919
2,10,B6,JFK,-11,2003,2014
9,16,DL,EWR,-6,1015,1021
3,21,EV,EWR,1,1015,1014
7,25,DL,JFK,0,12,12
7,24,DL,LGA,19,1432,1413
3,15,DL,JFK,-7,2158,2205
7,10,UA,EWR,91,1259,1128
2,6,EV,EWR,-12,1847,1859
11,21,UA,EWR,28,2158,2130
8,7,AA,LGA,4,1324,1320
8,15,9E,JFK,-16,1003,1019
10,19,MQ,LGA,-2,1443,1445
10,6,AA,LGA,-7,2028,2035
6,19,EV,EWR,-16,1314,1330
3,25,US,LGA,-16,2101,2117
2,22,UA,JFK,-10,1740,1750
4,23,AA,JFK,35,1950,1915
6,19,VX,JFK,-14,2251,2305
7,8,EV,EWR,158,2216,1938
7,5,9E,JFK,-8,2053,2101
5,10,AA,LGA,-8,757,805
11,9,WN,LGA,-7,1718,1725
9,23,EV,EWR,22,1351,1329
6,20,UA,JFK,28,952,924
6,30,EV,EWR,-13,1156,1209
6,9,B6,JFK,31,1823,1752
2,14,MQ,LGA,16,1145,1129
11,23,B6,LGA,0,856,856
6,30,WN,LGA,0,1110,1110
7,25,EV,EWR,20,1416,1356
12,28,9E,JFK,4,1802,1758
11,26,WN,EWR,-3,727,730
4,18,B6,JFK,147,238,11
3,15,DL,LGA,-22,1102,1124
1,22,B6,LGA,26,1312,1246
2,21,AA,EWR,-38,2002,2040
8,17,DL,LGA,-13,1830,1843
8,31,AA,LGA,-36,1044,1120
7,5,WN,EWR,-13,1902,1915
7,9,DL,LGA,107,2226,2039
9,11,UA,EWR,-8,2008,2016
11,6,MQ,JFK,-1,1939,1940
2,13,AA,LGA,80,1310,1150
10,26,DL,JFK,-2,1037,1039
7,25,DL,LGA,10,1235,1225
1,10,9E,JFK,4,2041,2037
1,17,9E,JFK,2,1817,1815
8,16,EV,EWR,-38,2142,2220
7,5,US,LGA,-20,635,655
12,23,UA,EWR,50,1303,1213
1,11,DL,LGA,-14,1102,1116
7,7,UA,EWR,-13,902,915
11,21,MQ,LGA,-11,819,830
11,23,UA,EWR,-1,1702,1703
5,20,B6,JFK,-23,2250,2313
12,22,UA,JFK,3,1449,1446
8,29,B6,EWR,96,2025,1849
3,21,AA,JFK,-19,1106,1125
7,30,9E,JFK,-10,1304,1314
6,8,EV,EWR,-28,1654,1722
3,22,US,LGA,-12,1451,1503
1,26,B6,JFK,19,1804,1745
12,16,AA,JFK,8,1403,1355
3,4,9E,JFK,-17,1016,1033
2,1,B6,LGA,3,1048,1045
6,20,9E,JFK,-15,2156,2211
5,29,WN,EWR,16,1256,1240
5,10,B6,JFK,17,21,4
5,1,DL,LGA,29,941,912
12,9,MQ,JFK,8,948,940
8,9,UA,LGA,142,1954,1732
10,25,UA,EWR,-1,1007,1008
10,15,B6,JFK,-28,1007,1035
11,12,MQ,JFK,45,1730,1645
9,6,EV,JFK,-17,1531,1548
9,2,AA,JFK,67,2357,2250
9,4,9E,JFK,-18,2141,2159
12,30,AS,EWR,4,1019,1015
3,23,EV,EWR,194,2112,1758
6,10,UA,JFK,47,2242,2155
12,5,B6,JFK,3,848,845
7,22,EV,EWR,-12,941,953
10,11,EV,EWR,92,1714,1542
6,7,US,LGA,3,1204,1201
6,28,US,JFK,107,1426,1239
10,2,US,LGA,-14,1453,1507
8,1,US,LGA,103,1657,1514
4,22,UA,EWR,82,33,2311
10,22,9E,LGA,-20,1214,1234
6,24,MQ,EWR,322,2232,1710
4,12,UA,EWR,3,906,903
1,1,MQ,LGA,12,1141,1129
7,22,EV,EWR,17,1751,1734
4,15,MQ,JFK,-8,1627,1635
10,30,UA,LGA,-11,1323,1334
8,9,DL,JFK,109,105,2316
7,19,EV,EWR,233,319,2326
1,24,B6,LGA,-5,1619,1624
2,7,9E,JFK,-28,2213,2241
7,31,UA,EWR,-7,1345,1352
7,31,DL,JFK,-12,1703,1715
12,27,B6,JFK,0,3,3
6,18,UA,EWR,22,1719,1657
8,14,MQ,LGA,8,923,915
2,24,B6,JFK,-10,856,906
6,1,EV,EWR,-21,1447,1508
9,8,B6,JFK,-46,2242,2328
7,24,AA,JFK,14,1214,1200
11,15,DL,LGA,8,1445,1437
1,13,UA,EWR,-11,1516,1527
7,3,AA,LGA,-13,1531,1544
6,21,B6,JFK,-9,1203,1212
12,4,VX,JFK,-8,2227,2235
2,6,9E,JFK,-20,1346,1406
7,3,AA,LGA,-16,1619,1635
7,25,WN,EWR,51,2021,1930
11,3,B6,LGA,-16,1004,1020
7,19,UA,EWR,35,1010,935
8,11,DL,JFK,-12,1815,1827
7,8,UA,EWR,-20,1132,1152
11,9,DL,LGA,-9,1324,1333
9,8,AA,LGA,-22,743,805
3,12,B6,LGA,23,1949,1926
9,26,EV,EWR,6,2134,2128
8,20,UA,EWR,-13,903,916
4,8,UA,EWR,-11,826,837
8,10,UA,EWR,-1,1653,1654
8,16,UA,LGA,224,1935,1551
7,30,B6,JFK,0,1848,1848
9,19,EV,EWR,-39,943,1022
1,2,WN,LGA,3,1838,1835
8,16,UA,LGA,-7,1839,1846
5,8,UA,JFK,-41,854,935
1,13,EV,EWR,-12,1358,1410
6,27,B6,JFK,-4,1316,1320
7,9,AA,EWR,NA,NA,1210
3,15,AA,LGA,-25,2215,2240
7,11,9E,JFK,NA,NA,2108
3,23,B6,JFK,5,1756,1751
11,21,UA,EWR,16,2000,1944
11,28,WN,EWR,-57,2008,2105
2,19,9E,JFK,63,2055,1952
10,27,UA,EWR,-15,2145,2200
5,19,AA,JFK,175,2335,2040
5,17,EV,EWR,-17,1019,1036
12,1,EV,EWR,-16,838,854
7,10,WN,EWR,95,1610,1435
12,5,UA,EWR,45,2128,2043
11,2,UA,JFK,-17,1826,1843
6,18,DL,LGA,18,1924,1906
2,8,DL,JFK,-28,1037,1105
10,10,B6,JFK,-22,1929,1951
1,23,AA,JFK,-4,2126,2130
4,16,US,LGA,56,928,832
11,18,EV,EWR,0,1549,1549
10,3,AA,JFK,4,2214,2210
6,2,AA,LGA,102,1822,1640
5,30,UA,EWR,-6,1729,1735
9,18,DL,JFK,-6,1810,1816
4,28,MQ,EWR,-16,1419,1435
10,12,UA,EWR,-24,1100,1124
11,30,UA,EWR,-8,2249,2257
3,8,EV,LGA,NA,NA,1554
8,18,9E,JFK,-37,2129,2206
8,10,AA,LGA,-16,739,755
10,30,DL,LGA,-24,2203,2227
12,13,B6,JFK,2,1916,1914
12,11,9E,JFK,-15,1610,1625
6,21,UA,EWR,-23,1003,1026
3,19,EV,EWR,-23,1304,1327
12,17,UA,EWR,78,2354,2236
3,2,B6,JFK,0,2002,2002
9,20,DL,LGA,-19,1155,1214
5,6,B6,LGA,6,912,906
9,19,DL,JFK,-37,2144,2221
12,19,UA,EWR,-14,938,952
7,12,B6,JFK,56,946,850
12,28,UA,EWR,-5,1438,1443
6,3,AA,LGA,9,1604,1555
4,3,UA,EWR,-1,2221,2222
10,23,MQ,LGA,-10,945,955
3,20,EV,EWR,109,1814,1625
3,7,UA,LGA,3,1951,1948
10,15,DL,LGA,-7,822,829
2,15,DL,JFK,-17,1927,1944
8,27,DL,LGA,-34,752,826
4,27,DL,LGA,19,1251,1232
11,17,MQ,LGA,13,1808,1755
10,31,B6,JFK,-6,1854,1900
1,23,MQ,JFK,7,2132,2125
5,1,9E,JFK,-30,1530,1600
9,25,US,LGA,29,1020,951
6,2,FL,LGA,NA,NA,1956
12,29,9E,JFK,-36,1610,1646
11,5,UA,LGA,-20,1947,2007
11,6,B6,EWR,32,1850,1818
5,19,B6,JFK,55,2241,2146
1,22,B6,JFK,-12,1427,1439
7,29,UA,JFK,0,1132,1132
7,20,DL,LGA,16,1506,1450
5,21,DL,LGA,-26,1604,1630
12,9,AA,LGA,-5,900,905
3,15,B6,JFK,71,38,2327
7,19,UA,EWR,-9,1342,1351
12,29,DL,LGA,-7,1749,1756
4,16,AA,JFK,-5,1345,1350
6,16,US,LGA,-15,1259,1314
8,18,UA,JFK,-10,2044,2054
3,26,B6,JFK,-12,1717,1729
5,12,B6,JFK,10,1,2351
11,27,UA,EWR,-5,2250,2255
12,5,EV,EWR,-9,843,852
1,3,AA,EWR,18,2028,2010
4,5,MQ,LGA,9,839,830
7,18,US,LGA,-7,653,700
1,3,DL,JFK,-48,1215,1303
12,26,WN,EWR,-14,1436,1450
3,14,UA,EWR,-30,921,951
7,11,UA,EWR,-7,1108,1115
6,14,EV,LGA,NA,NA,2307
3,15,9E,JFK,-4,2215,2219
12,4,EV,LGA,23,1552,1529
9,30,DL,EWR,-13,948,1001
7,11,EV,EWR,-7,1157,1204
1,31,B6,JFK,-13,1051,1104
6,26,US,LGA,-6,1712,1718
1,26,9E,JFK,7,1633,1626
9,13,B6,JFK,-10,1937,1947
8,5,DL,LGA,-12,1438,1450
12,26,US,LGA,-15,1155,1210
10,23,MQ,JFK,14,2139,2125
7,28,AA,JFK,-9,1016,1025
2,9,9E,JFK,NA,NA,1021
11,18,B6,JFK,11,2354,2343
2,12,DL,LGA,1,1251,1250
10,28,DL,LGA,-6,1102,1108
9,14,B6,JFK,-14,843,857
10,30,MQ,LGA,-8,952,1000
6,14,9E,JFK,120,2356,2156
4,10,B6,JFK,-12,828,840
3,27,AA,EWR,-17,2158,2215
11,1,UA,EWR,7,1749,1742
10,3,UA,EWR,-2,2213,2215
5,27,AA,JFK,-41,959,1040
10,24,UA,EWR,-4,1004,1008
10,27,AA,LGA,-6,928,934
9,27,AA,JFK,7,1712,1705
7,28,UA,EWR,-35,1726,1801
11,4,WN,LGA,46,1421,1335
6,15,EV,EWR,-3,1500,1503
8,30,EV,EWR,-14,1728,1742
11,16,B6,JFK,-25,2113,2138
9,29,MQ,LGA,-4,1646,1650
12,11,DL,LGA,0,2205,2205
2,27,WN,LGA,-34,706,740
4,7,EV,EWR,-19,1105,1124
3,24,B6,JFK,-7,2347,2354
5,28,AA,LGA,-24,1826,1850
5,16,B6,LGA,17,1928,1911
3,6,UA,EWR,-24,1801,1825
6,23,EV,EWR,21,2254,2233
12,20,MQ,LGA,7,2012,2005
6,29,AA,JFK,-27,1938,2005
2,20,EV,EWR,-3,1042,1045
3,11,B6,JFK,-4,2352,2356
5,24,US,LGA,-7,652,659
2,13,MQ,LGA,2,1657,1655
5,9,DL,JFK,-4,1842,1846
6,3,AA,LGA,67,1342,1235
11,22,B6,JFK,-19,910,929
7,10,EV,LGA,-11,1312,1323
1,7,DL,JFK,-2,1828,1830
12,7,AA,LGA,62,1907,1805
3,5,EV,EWR,-6,750,756
3,21,UA,JFK,-10,915,925
3,29,B6,JFK,-23,1851,1914
9,16,B6,JFK,-13,2138,2151
11,25,DL,JFK,3,1023,1020
2,6,AA,EWR,-24,1711,1735
10,4,VX,JFK,19,2319,2300
11,8,DL,LGA,-6,1338,1344
10,27,UA,EWR,-7,1504,1511
7,5,AA,LGA,-43,2017,2100
9,19,EV,LGA,-48,1223,1311
12,30,B6,JFK,5,916,911
6,24,9E,EWR,22,922,900
1,14,AS,EWR,2,2132,2130
9,8,US,LGA,7,1519,1512
10,24,VX,JFK,-2,1608,1610
11,27,EV,EWR,26,1120,1054
1,17,UA,LGA,3,1737,1734
6,1,DL,JFK,-6,1639,1645
1,4,UA,EWR,-18,1559,1617
4,13,UA,EWR,20,1205,1145
9,10,AA,JFK,-15,1815,1830
8,2,EV,EWR,-33,2254,2327
7,13,US,EWR,-20,1202,1222
3,23,EV,EWR,34,1048,1014
4,6,DL,LGA,-10,1544,1554
4,23,WN,EWR,51,2151,2100
12,24,B6,JFK,17,946,929
12,6,UA,EWR,5,920,915
2,5,FL,LGA,2,1323,1321
1,1,UA,EWR,48,1524,1436
10,9,AA,JFK,-16,1344,1400
10,25,DL,JFK,-26,949,1015
11,11,MQ,LGA,-24,1626,1650
3,26,DL,LGA,-4,756,800
10,21,MQ,LGA,-7,1513,1520
7,10,UA,EWR,28,1453,1425
4,5,UA,JFK,0,925,925
6,16,9E,JFK,-33,1609,1642
12,29,EV,EWR,-9,1129,1138
9,16,AA,JFK,-28,1202,1230
11,26,EV,EWR,8,1816,1808
7,17,UA,EWR,11,1752,1741
9,12,9E,JFK,186,1936,1630
3,30,B6,JFK,-15,1616,1631
9,8,US,LGA,-3,657,700
2,11,EV,EWR,-5,720,725
6,3,AA,JFK,5,1230,1225
10,20,UA,EWR,6,2136,2130
12,8,9E,JFK,104,2232,2048
9,17,B6,JFK,-20,1250,1310
12,21,AA,JFK,-8,2047,2055
6,26,DL,LGA,82,2005,1843
1,14,EV,EWR,-2,1400,1402
5,6,WN,EWR,5,1540,1535
9,6,B6,JFK,-11,2238,2249
3,23,UA,EWR,-14,1945,1959
2,10,MQ,LGA,NA,NA,2100
4,18,DL,JFK,-10,1113,1123
11,9,AA,JFK,-31,1909,1940
12,23,EV,EWR,183,2029,1726
12,9,B6,JFK,15,2328,2313
2,17,9E,EWR,6,1638,1632
3,13,DL,JFK,-18,2147,2205
5,9,DL,LGA,-5,1930,1935
12,28,DL,LGA,-18,1954,2012
2,16,UA,EWR,54,1303,1209
8,19,B6,LGA,21,2357,2336
3,15,9E,JFK,14,1729,1715
12,23,US,LGA,2,1334,1332
2,6,US,LGA,3,2018,2015
6,13,DL,LGA,58,1656,1558
8,28,DL,EWR,-24,821,845
6,2,AA,LGA,-14,1911,1925
1,28,UA,EWR,-14,2257,2311
11,27,MQ,LGA,40,2355,2315
5,31,UA,LGA,-9,716,725
10,29,B6,JFK,-15,1542,1557
12,10,EV,EWR,NA,NA,716
5,29,AA,JFK,-44,1006,1050
7,5,EV,EWR,-13,1733,1746
8,9,DL,JFK,3,1111,1108
11,16,WN,EWR,-7,1653,1700
9,23,DL,EWR,32,1839,1807
6,19,UA,EWR,-3,1335,1338
12,14,9E,JFK,319,213,2054
10,10,AA,JFK,77,2032,1915
8,26,US,LGA,-20,1853,1913
6,14,9E,JFK,216,4,2028
8,19,UA,EWR,20,1632,1612
11,6,MQ,LGA,10,1705,1655
4,24,EV,EWR,-13,743,756
12,31,MQ,LGA,-18,1332,1350
9,14,EV,LGA,-23,1904,1927
6,9,DL,LGA,33,2054,2021
12,10,9E,LGA,NA,NA,1744
7,29,YV,LGA,15,1747,1732
2,15,EV,EWR,5,1602,1557
9,15,EV,EWR,7,1428,1421
5,7,EV,EWR,-25,2334,2359
2,11,WN,LGA,69,2034,1925
11,12,AA,LGA,17,1156,1139
3,19,DL,JFK,-25,2141,2206
1,18,DL,JFK,2,1832,1830
1,5,B6,JFK,-12,1214,1226
10,18,DL,LGA,-14,2213,2227
1,30,MQ,LGA,58,2343,2245
8,20,B6,EWR,-2,1102,1104
12,28,UA,EWR,-7,2146,2153
11,8,FL,LGA,2,1655,1653
3,4,MQ,LGA,-6,1424,1430
1,13,AA,JFK,95,1025,850
7,29,UA,EWR,-11,845,856
10,3,AA,JFK,-17,1858,1915
12,29,DL,LGA,20,1644,1624
11,29,B6,JFK,1,2119,2118
6,30,US,LGA,55,928,833
1,19,AA,JFK,-33,1842,1915
9,22,9E,JFK,-25,936,1001
6,9,F9,LGA,0,1956,1956
4,3,EV,EWR,-3,2112,2115
2,25,B6,JFK,19,1233,1214
7,29,UA,LGA,53,1128,1035
12,24,UA,EWR,10,1451,1441
6,30,UA,EWR,-8,1204,1212
3,12,B6,JFK,7,2313,2306
11,24,UA,LGA,-4,1716,1720
4,2,MQ,LGA,-12,1458,1510
12,20,DL,LGA,-11,1645,1656
6,26,UA,EWR,111,1446,1255
12,3,EV,EWR,-4,1930,1934
8,26,MQ,JFK,-24,1826,1850
9,15,B6,JFK,18,1254,1236
2,15,EV,EWR,-17,941,958
10,30,DL,LGA,-26,1814,1840
4,12,B6,JFK,19,402,343
11,16,9E,JFK,19,2058,2039
3,21,EV,EWR,-25,1043,1108
10,23,B6,JFK,-13,1900,1913
4,28,EV,EWR,9,2048,2039
5,10,AA,JFK,-27,1108,1135
12,21,DL,LGA,-14,1813,1827
5,5,EV,EWR,5,1501,1456
5,11,B6,JFK,14,2319,2305
6,24,AA,JFK,-16,1309,1325
1,14,9E,JFK,62,2139,2037
3,17,EV,LGA,9,814,805
5,7,VX,JFK,-41,1159,1240
